SMILES
CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4
COc1cc2c(cc1C(C)=O)C=CC(C)(C)O2
CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2
O=c1ccc2nccc3c4ccccc4n1c23
COc1c2c(cc3ccc(=O)oc13)C=CC(C)(C)O2
COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1
Cn1cccc1-c1cccnc1
Oc1cc(O)cc(CCc2ccccc2)c1
COc1cc(-c2ccccc2)cc(OC)c1O
COc1cc(C[C@@H]2CO[C@@H](c3ccc(O)c(OC)c3)[C@@H]2CO)ccc1O
Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)O
CC1(C)C=Cc2cc(-c3coc4cc(O)ccc4c3=O)ccc2O1
COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@H](C)[C@@H](C)C2
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC[C@]2(C)CO
COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1[C@H](O)OC3=O)OC2=O
COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@@H](C)[C@H](C)C2
COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@H](C)[C@H](C)C2
COc1ccc2c(c1OC)C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C
COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2O)[C@H]1O
CC1=C[C@H]2[C@H](CC1)C2(C)C
Cc1ccc(C)c2occc12
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2
COc1cc(O)cc(O)c1
COc1cc(O)cc(OC)c1
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
C/C=C(\C)C(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O
COc1c2c(cc3c1-c1c(cc4c(c1OC)OCO4)C[C@@H](C)[C@@H](C)C3)OCO2
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(OC)cc21
CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1ccc(OC(C)=O)c(OC(C)=O)c1)[C@@H](OC(C)=O)C2
O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
Oc1ccc(/C=C/c2cc(O)cc3c2[C@@H](c2cc(O)cc(O)c2)[C@H](c2ccc(O)cc2)O3)cc1
COc1cc(O)c2c(c1)C1=C[C@H](O)[C@@H](O)C[C@]1(C)OC2=O
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
COC(=O)C1=CC[C@]23CC[C@H]([C@@]2(OC(C)=O)CC1)[C@@](C)(/C=C/C=C(\C)C(=O)O)OC3=O
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)/C=C/C(=O)O)c(O)c(C(=O)O)c(C)c1O2
CCCC[C@@H]1OC(=O)[C@@H]2C=CCC[C@H]12
Cc1cc2c(cc1O)[nH]c1ccc3c(c12)C=CC(C)(C)O3
C[C@]1(O)C[C@H](C[C@@]2(C)O[C@@H]2COc2ccc3ccc(=O)oc3c2)OC1=O
C/C=C(\C)C(=O)O[C@@H]1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2OC)OCO3)C[C@H](C)[C@@]1(C)O
COc1c2c(cc3c1-c1c(cc4c(c1OC)OCO4)[C@H](OC(=O)c1ccccc1)[C@@H](C)[C@@H](C)C3)OCO2
CC(C)C1=C[C@@H]2[C@H](CC[C@@]2(C)O)[C@@](C)(O)CC1
C/C=C/C[C@H](C)C(=O)c1c(O)nc(OC)c(OC)c1O
COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)[C@H](O)[C@@H](C)[C@@H](C)C2
COc1cc2ccnc3cc[nH]c(c1OC)c23
COc1cc2c3c(c1OC)-c1ccccc1C[C@@H]3N(C)CC2
CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12
CO[C@H](C)[C@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12)C(C)C
COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
CC(/C=C/C=C(\C)C(=O)O)=C\C=C/C=C(C)/C=C/C=C(\C)C(=O)O
CC(=O)OCc1ccc(C(=O)O)o1
CC(=O)CCCCCCCCCC[C@H]1CC[C@@H](O)[C@@H](C)N1
O=C1C[C@H](c2ccc(O)c(O)c2)c2c(cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@H](O)C3)O1
C[C@H]1[C@@H](O)[C@H](O)C[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC[C@@]2(C)CO
Oc1cc2cc(c1O)Oc1ccc(cc1)CCc1cccc(O)c1Oc1cccc(c1)CC2
CC1(C)C[C@]23[C@@H]4CC[C@H]1[C@@H]2CC(=O)[C@H]3COC4=O
C=Cc1c(C)c(O)cc2c1CC[C@@H]1C(C)(C)[C@H](O)CC[C@@]21C
CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
